source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[pooled sample]	characteristics[sample type]	characteristics[disease]	characteristics[material type]	characteristics[treatment]	characteristics[synthetic peptide]	characteristics[ancestry category]	characteristics[age]	characteristics[sex]	characteristics[individual]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[passage number]	characteristics[culture medium]	characteristics[sample storage temperature]	characteristics[mhc protein complex]	characteristics[immunopeptidome enrichment method]	characteristics[mhc typing]	characteristics[mhc typing method]	characteristics[antibody enrichment]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[collision energy]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[ms2 mass analyzer]	comment[elution conditions]	comment[author experiment]	comment[annotation provenance]	factor value[source name]
PXD034788_A375_CNTRL3_IFNexp_classI	Homo sapiens	skin of leg	not available	3	not pooled	study sample	amelanotic melanoma	cell line	untreated	not synthetic	European ancestry	54Y	female	not applicable	A375	CVCL_0132	A-375	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	QEP2_13046_YSA_922_1_301220	proteomic profiling by mass spectrometry	1	QEP2_13046_YSA_922_1_301220.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not available	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	A375-CNTRL-3-HLA I	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_A375_CNTRL3_IFNexp_classI
PXD034788_A375_IFN1_IFNexp_classII	Homo sapiens	skin of leg	not available	1	not pooled	study sample	amelanotic melanoma	cell line	interferon gamma	not synthetic	European ancestry	54Y	female	not applicable	A375	CVCL_0132	A-375	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	not available	QEP2_13046_YSA_923_1_301220	proteomic profiling by mass spectrometry	1	QEP2_13046_YSA_923_1_301220.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not available	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	A375_inf 1 HLA-II	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_A375_IFN1_IFNexp_classII
PXD034788_A375_IFN2_IFNexp_classII	Homo sapiens	skin of leg	not available	2	not pooled	study sample	amelanotic melanoma	cell line	interferon gamma	not synthetic	European ancestry	54Y	female	not applicable	A375	CVCL_0132	A-375	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	not available	QEP2_13046_YSA_924_1_301220	proteomic profiling by mass spectrometry	1	QEP2_13046_YSA_924_1_301220.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not available	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	A375_inf 2 HLA-II	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_A375_IFN2_IFNexp_classII
PXD034788_A375_IFN3_IFNexp_classII	Homo sapiens	skin of leg	not available	3	not pooled	study sample	amelanotic melanoma	cell line	interferon gamma	not synthetic	European ancestry	54Y	female	not applicable	A375	CVCL_0132	A-375	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	not available	QEP2_13046_YSA_925_1_301220	proteomic profiling by mass spectrometry	1	QEP2_13046_YSA_925_1_301220.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not available	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	A375_inf 3 HLA-II	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_A375_IFN3_IFNexp_classII
PXD034788_A375_CNTRL1_IFNexp_classII	Homo sapiens	skin of leg	not available	1	not pooled	study sample	amelanotic melanoma	cell line	untreated	not synthetic	European ancestry	54Y	female	not applicable	A375	CVCL_0132	A-375	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	not available	QEP2_13046_YSA_926_1_301220	proteomic profiling by mass spectrometry	1	QEP2_13046_YSA_926_1_301220.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not available	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	A375_control 1 HLA-II	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_A375_CNTRL1_IFNexp_classII
PXD034788_A375_CNTRL2_IFNexp_classII	Homo sapiens	skin of leg	not available	2	not pooled	study sample	amelanotic melanoma	cell line	untreated	not synthetic	European ancestry	54Y	female	not applicable	A375	CVCL_0132	A-375	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	not available	QEP2_13046_YSA_927_1_301220	proteomic profiling by mass spectrometry	1	QEP2_13046_YSA_927_1_301220.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not available	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	A375_control 2 HLA-II	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_A375_CNTRL2_IFNexp_classII
PXD034788_A375_CNTRL3_IFNexp_classII	Homo sapiens	skin of leg	not available	3	not pooled	study sample	amelanotic melanoma	cell line	untreated	not synthetic	European ancestry	54Y	female	not applicable	A375	CVCL_0132	A-375	not available	not available	not available	MHC class II protein complex	immunoaffinity purification	not available	not available	not available	QEP2_13046_YSA_928_1_301220	proteomic profiling by mass spectrometry	1	QEP2_13046_YSA_928_1_301220.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	not available	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	A375_control 3 HLA-II	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_A375_CNTRL3_IFNexp_classII
PXD034788_MCF7_CNTRL1_classI	Homo sapiens	pleural effusion	not available	1	not pooled	study sample	invasive breast carcinoma of no special type	cell line	untreated	not synthetic	European ancestry	69Y	female	not applicable	MCF7	CVCL_0031	MCF-7	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq44364_QE2	proteomic profiling by mass spectrometry	1	Seq44364_QE2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	MCF7_Control-1	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_MCF7_CNTRL1_classI
PXD034788_MCF7_CNTRL2_classI	Homo sapiens	pleural effusion	not available	2	not pooled	study sample	invasive breast carcinoma of no special type	cell line	untreated	not synthetic	European ancestry	69Y	female	not applicable	MCF7	CVCL_0031	MCF-7	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq44366_QE2	proteomic profiling by mass spectrometry	1	Seq44366_QE2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	MCF7_Control-2	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_MCF7_CNTRL2_classI
PXD034788_MCF7_CNTRL3_classI	Homo sapiens	pleural effusion	not available	3	not pooled	study sample	invasive breast carcinoma of no special type	cell line	untreated	not synthetic	European ancestry	69Y	female	not applicable	MCF7	CVCL_0031	MCF-7	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq44368_QE2	proteomic profiling by mass spectrometry	1	Seq44368_QE2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	MCF7_Control-3	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_MCF7_CNTRL3_classI
PXD034788_MCF7_CNTRL4_classI	Homo sapiens	pleural effusion	not available	4	not pooled	study sample	invasive breast carcinoma of no special type	cell line	untreated	not synthetic	European ancestry	69Y	female	not applicable	MCF7	CVCL_0031	MCF-7	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq44371_QE2	proteomic profiling by mass spectrometry	1	Seq44371_QE2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	MCF7_Control-4	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_MCF7_CNTRL4_classI
PXD034788_MCF7_IFN1_classI	Homo sapiens	pleural effusion	not available	1	not pooled	study sample	invasive breast carcinoma of no special type	cell line	interferon gamma	not synthetic	European ancestry	69Y	female	not applicable	MCF7	CVCL_0031	MCF-7	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq44365_QE2	proteomic profiling by mass spectrometry	1	Seq44365_QE2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	MCF7_IFN-Y-1	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_MCF7_IFN1_classI
PXD034788_MCF7_IFN2_classI	Homo sapiens	pleural effusion	not available	2	not pooled	study sample	invasive breast carcinoma of no special type	cell line	interferon gamma	not synthetic	European ancestry	69Y	female	not applicable	MCF7	CVCL_0031	MCF-7	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq44369_QE2	proteomic profiling by mass spectrometry	1	Seq44369_QE2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	MCF7_IFN-Y-2	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_MCF7_IFN2_classI
PXD034788_MCF7_IFN3_classI	Homo sapiens	pleural effusion	not available	3	not pooled	study sample	invasive breast carcinoma of no special type	cell line	interferon gamma	not synthetic	European ancestry	69Y	female	not applicable	MCF7	CVCL_0031	MCF-7	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq44373_QE2	proteomic profiling by mass spectrometry	1	Seq44373_QE2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	MCF7_IFN-Y-3	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_MCF7_IFN3_classI
PXD034788_55B3_classI	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	55	not applicable	not available	not available	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq47091_QE3	proteomic profiling by mass spectrometry	1	Seq47091_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	55B3-I	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_55B3_classI
PXD034788_86B2_classI	Homo sapiens	not available	not available	1	not pooled	study sample	melanoma	tissue	not available	not synthetic	not available	not available	not available	86	not applicable	not available	not available	not available	not available	not available	MHC class I protein complex	immunoaffinity purification	not available	not available	not available	Seq47093_QE3	proteomic profiling by mass spectrometry	1	Seq47093_QE3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	not applicable	NT=immunopeptidomics;VV=v1.0.0	sdrf-pipelines v0.1.5	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Q Exactive Plus;AC=MS:1002634	NT=unspecific cleavage;AC=MS:1001956	NT=label free sample;AC=MS:1002038	1	NT=HCD;AC=MS:1000422	25 NCE	not available	20 ppm	NT=Oxidation;MT=Variable;TA=M;AC=UNIMOD:35	NT=Acetyl;MT=Variable;PP=Protein N-term;AC=UNIMOD:1	NT=orbitrap;AC=MS:1000484	linear gradient 5-28% acetonitrile in 0.1% formic acid over 2 h, 0.15 uL/min, 75 um x 300 mm self-packed C18 3.5 um capillary column, UltiMate 3000 RSLCnano	86B2-I	All acquisition-to-experiment assignments join deposited human_class1/human_class2/mouse MaxQuant summary tables, normalizing spaces versus underscores only. Per-file native RAW headers identify Q Exactive Plus; collision energy is read from each native method. PMC10119686 Methods distinguishes MD-Anderson patient tumour specimens from cultured lines; their specimen codes are retained and numeric patient IDs link related tissues. Saved search parameters specify unspecific cleavage, Ox/NAc variable and no fixed modifications, 20 ppm FTMS fragment tolerance.	PXD034788_86B2_classI
